CustAge,Months,CredLim
51,36,1438.3
47,37,2888
44,34,12310
48,36,1622
45,34,1438.3
40,23,12559
56,46,2929
48,31,1438.3
50,40,2319
37,22,7927
55,50,1720
38,30,3642
49,44,3881
47,41,6143
42,37,1438.3
52,39,2035
47,39,3899
52,43,1981
50,36,2422
52,43,11964
50,36,3862
46,36,33142
40,36,34516
42,32,3454
29,25,2732
50,45,1687
43,36,3523
40,36,5773
45,40,4462
35,30,3976
55,36,2679
49,29,1564
53,47,1536
46,37,2375
50,42,2719
53,45,3369
58,36,3173
47,36,3139
50,33,2140
56,46,2258
48,43,2423
55,37,2376
38,28,1690
46,34,8583
52,34,2996
49,39,2880
48,38,34516
36,23,6966
36,24,11316
38,30,1438.3
44,39,11362
52,46,7210
55,36,7790
37,18,2023
51,45,9117
41,36,1801
51,37,8787
40,36,27436
65,53,2195
46,34,13734
45,34,2731
49,45,2453
49,36,7451
41,35,2644
41,28,34516
41,36,4575
51,45,4860
46,40,1438.3
37,25,1690
39,36,1438.3
46,36,24512
43,34,1654
63,55,21430
50,38,34516
37,27,1438.3
33,36,2800
44,36,3117
44,34,2558
47,39,10061
45,36,3416
39,28,9371
47,36,3147
52,37,1554
47,40,3502
49,40,2712
59,51,1438.3
39,36,3281
35,25,1438.3
39,26,2469
41,35,3497
46,38,2505
34,36,2763
49,35,2081
55,45,2815
56,38,1737
52,36,9078
46,40,6185
51,36,2069
45,38,9234
37,36,2684
48,38,2151
52,37,2749
44,31,1980
55,46,4232
45,34,1438.3
43,36,6931
52,39,3302
61,56,4235
51,45,6501
34,21,6376
33,36,1457
38,36,5576
56,36,1438.3
45,27,2478
44,34,3650
52,36,2111
30,25,12917
56,46,7327
46,33,13324
34,22,11154
43,30,9535
37,24,10226
37,29,2140
49,39,2904
40,36,1770
37,36,1534
46,35,2170
53,45,10001
56,41,4169
65,54,5363
50,43,3206
50,37,18085
61,53,2566
35,25,1438.3
65,56,6812
45,34,2700
50,41,5471
43,31,4332
48,41,2447
41,26,1783
42,26,11761
52,36,2340
45,32,2859
37,36,2523
48,34,4776
59,36,2697
57,36,3542
57,52,34516
40,29,8823
52,41,1764
43,36,3492
36,36,2977
49,37,30976
43,36,2810
39,28,1438.3
44,34,8997
57,52,2002
55,36,4998
37,36,2310
54,36,3892
34,25,2345
50,45,2135
50,36,2528
50,36,3397
49,39,19719
41,33,15292
52,36,31733
54,36,1438.3
54,48,1638
50,38,2775
37,29,2547
50,44,5708
46,36,19838
47,32,1789
51,46,2284
42,36,11535
28,36,3524
58,49,30186
44,31,1438.3
40,30,1620
51,39,4038
56,36,2078
51,36,1571
43,24,4726
56,49,4604
48,36,34516
56,45,1438.3
48,36,2680
41,15,4312
50,44,2205
44,31,2679
54,42,34516
48,37,3378
34,25,1793
59,49,2228
41,22,2577
39,36,1462
50,30,4038
35,24,1438.3
34,30,4408
46,35,4163
49,39,7201
49,43,1883
42,36,3308
65,55,2022
43,23,8597
38,28,4693
52,36,2873
39,28,3400
48,40,2405
46,41,34516
44,37,8241
53,36,1438.3
44,36,2608
41,36,2359
47,39,1790
54,50,2247
40,36,3624
42,36,1438.3
39,31,2901
41,31,9759
57,36,2525
60,48,2737
51,36,19262
33,27,2252
46,34,7077
63,51,2706
49,40,3263
41,29,3281
51,40,8169
46,38,3276
41,29,1966
46,30,5869
34,24,1438.3
45,38,3682
27,36,13439
54,42,1694
41,36,1636
48,38,1449
45,38,1513
39,28,1438.3
46,38,4120
47,41,2289
45,33,2016
49,40,2509
40,35,3511
45,37,2751
34,36,2426
44,36,12230
42,33,7328
47,40,2264
42,36,3046
51,36,5881
52,41,16207
44,33,15468
47,34,5950
48,43,3119
50,30,1507
51,36,2902
47,38,1585
47,36,2899
50,36,2295
39,33,3251
48,27,4009
45,39,3411
49,36,15525
35,29,2118
34,25,2275
59,48,2601
52,41,4642
58,46,1438.3
51,36,1858
59,52,2636
50,42,3743
49,41,1438.3
61,47,4130
47,36,10960
52,33,3900
38,31,6236
34,23,2591
57,36,1615
47,36,8332
55,38,2033
55,48,8082
57,51,1511
43,36,11536
65,55,4010
55,44,1669
54,49,11905
44,36,3052
55,36,2712
39,30,1978
37,27,1438.3
55,46,1606
46,29,2406
44,36,5877
57,41,2796
54,40,2876
38,26,3554
48,36,9505
34,21,1576
44,36,1438.3
39,26,2973
40,25,1438.3
41,30,5647
43,35,1766
50,40,1606
54,34,2223
47,36,2896
51,43,2157
49,42,3802
43,36,13840
36,28,2169
47,34,4862
45,36,2289
49,36,22651
48,36,2406
52,36,3022
46,38,12935
45,40,1438.3
49,41,1438.3
43,26,2256
40,36,1516
48,33,2485
53,36,1820
54,47,2156
48,30,5826
39,30,10190
45,28,2035
45,33,1833
56,49,1623
27,16,1835
47,40,4490
48,34,11062
30,36,1574
52,36,2370
35,18,2658
38,36,2300
44,36,2368
53,36,2883
43,38,3264
46,41,1937
40,30,2166
43,34,7135
56,43,1438.3
48,42,3743
31,36,5190
41,32,6059
47,36,2577
43,36,3761
50,36,1572
39,36,1637
51,36,28600
40,35,4402
50,32,2652
41,36,6602
37,18,1900
56,44,3455
47,30,18123
44,26,2295
38,19,1518
45,36,2723
47,27,1776
39,33,1968
48,41,1860
53,40,2684
51,43,2180
41,34,1661
38,36,1679
36,25,1691
46,35,2888
58,46,1871
44,34,3226
41,31,12114
42,36,4959
42,36,10374
45,35,1438.3
44,32,1486
41,33,2542
35,36,1931
48,39,1644
43,36,2283
36,36,4943
44,36,1438.3
43,28,1438.3
52,45,1438.3
61,36,1760
50,39,1852
43,25,2049
48,43,1670
35,29,1511
39,36,6018
59,48,3030
58,39,2755
51,37,8783
64,36,1861
50,40,13709
46,41,4710
49,39,17285
53,40,1438.3
54,44,7866
42,36,2190
43,30,4829
46,36,3210
38,32,1755
47,37,1438.3
37,26,14485
47,36,6043
43,35,6348
56,48,1438.3
43,36,17239
45,36,18432
47,32,1636
43,33,7951
44,34,14201
52,42,2723
52,44,2019
43,25,10305
49,32,3114
40,28,4323
50,36,3647
43,35,1849
53,47,2540
42,31,4972
55,47,13565
40,29,6332
41,36,6062
47,29,2897
46,36,13407
50,40,6610
33,36,1438.3
45,34,2030
53,43,3146
36,30,5302
55,45,3185
42,36,4328
51,45,2238
44,36,2658
47,36,9090
46,28,2424
57,36,1438.3
43,27,1438.3
61,44,2303
51,41,2792
44,32,2900
46,33,2267
52,34,4189
45,39,12890
35,26,3269
59,36,2759
46,37,1787
43,33,6854
35,27,2904
44,34,5293
57,49,1781
50,36,3276
55,48,34516
48,30,14670
59,36,4375
36,24,3448
43,33,2111
55,36,3123
42,19,8374
48,28,15713
60,36,4115
50,36,6925
42,30,1898
44,39,2021
33,13,1630
48,43,1538
48,38,22639
39,19,2452
32,22,1438.3
41,24,9924
37,26,2586
59,52,2308
48,42,10514
54,44,1655
41,25,2768
59,52,2533
48,42,25658
55,36,4410
49,39,3468
51,36,1438.3
34,15,1438.3
55,36,6968
35,22,2441
46,37,1836
50,36,2560
43,36,32733
48,41,2964
44,29,8315
65,56,2279
53,48,34516
49,39,1438.3
45,36,2020
44,35,34516
56,47,5261
43,31,2692
49,36,1994
44,37,3290
52,41,3035
37,36,2407
47,35,1781
40,28,3680
48,36,2740
42,31,4311
42,32,1931
59,36,3604
47,34,2190
56,36,8438
46,36,3413
26,14,2163
42,36,3595
47,41,9036
48,31,2315
44,27,34516
56,37,4008
43,30,3143
40,27,3427
38,28,2699
40,36,1538
48,36,5573
46,35,2570
43,30,18008
52,39,34516
49,36,13483
49,42,4349
42,36,11698
46,28,8318
46,41,1438.3
49,43,1643
42,27,1503
47,35,2793
45,37,1438.3
33,22,9094
50,39,6362
60,47,2394
45,36,15100
53,47,2927
48,35,9030
53,36,1543
53,40,4941
33,36,2279
44,28,1877
52,46,1438.3
40,27,1438.3
41,28,9577
43,36,5427
46,36,5913
43,26,2867
40,29,2506
39,29,1693
54,36,3137
47,40,2437
35,28,1438.3
46,41,3913
41,36,4953
48,33,5724
37,25,1438.3
55,36,1886
42,36,1451
47,41,2950
42,30,1438.3
36,23,2024
33,15,2299
47,29,3291
41,36,1438.3
41,34,2137
60,42,1438.3
48,44,16794
43,32,12219
54,47,1804
60,36,2343
44,38,19724
49,42,3949
64,36,1682
54,35,1724
50,41,2372
40,28,4642
49,30,2765
49,41,2555
51,40,3150
43,36,2570
59,53,4386
42,37,2411
47,40,6397
53,45,23958
49,42,2608
45,39,4409
48,39,10033
48,36,1641
57,45,2454
56,43,1978
46,36,5464
42,37,5951
49,31,2381
48,38,11596
55,46,5162
63,55,16312
44,36,25276
38,26,1939
45,36,2788
54,42,1438.3
59,36,2448
52,40,10317
38,33,3119
42,36,2803
43,30,2397
44,32,1693
52,36,2866
52,36,2498
42,23,1878
53,36,2712
52,38,34516
34,29,6169
51,35,6205
43,36,1780
48,36,1438.3
41,36,2811
59,53,7501
62,36,2856
37,22,29898
46,36,1939
50,21,2965
40,25,2812
59,36,10031
62,36,4049
38,26,2669
44,28,1951
59,36,1528
48,36,1438.3
50,43,3143
46,37,1438.3
43,36,8406
50,36,2242
44,36,6538
42,29,4710
50,41,13032
45,36,2225
52,36,3143
49,44,5013
60,50,3466
38,18,1686
44,34,1689
47,42,1626
57,51,1614
41,29,2429
35,15,1438.3
39,30,17523
54,43,2573
43,33,2900
32,36,2352
58,36,2212
33,36,9642
56,37,9257
46,36,1731
61,49,16929
50,39,3606
44,33,1714
46,36,23512
44,35,1855
44,34,1605
46,36,2302
42,25,13546
54,44,2440
39,30,2669
47,35,2402
46,33,3001
42,31,2552
41,34,2679
45,35,1502
61,55,1438.3
46,38,3331
32,19,1438.3
55,39,2426
59,54,2791
49,43,18379
46,34,3499
60,48,1438.3
40,28,18295
39,29,1568
57,36,2712
48,41,34516
55,49,2177
44,34,2296
43,35,2435
51,41,1495
41,26,9220
52,40,23128
47,37,4254
47,42,14897
54,36,3554
34,13,1798
44,34,2429
46,39,2477
36,36,14304
30,36,1536
39,34,15370
45,39,23981
42,38,6318
32,13,3558
56,44,1677
53,47,2734
52,36,2396
45,35,9852
49,30,1579
44,37,1900
42,28,1820
58,39,2406
60,47,4541
51,43,3124
44,26,2240
43,31,1773
27,36,1674
46,39,3257
48,36,32611
47,38,3027
45,35,4210
46,27,10931
55,43,34516
51,36,2637
42,33,2899
40,26,1438.3
65,56,1573
49,37,6184
51,35,34516
56,47,1822
41,29,2701
47,41,3654
37,31,2626
48,36,1438.3
46,42,13376
55,42,31636
36,26,3453
44,38,3889
47,36,2216
46,38,11434
43,34,3146
46,36,2790
57,36,4396
62,50,14314
47,30,1889
39,31,1862
53,39,2875
49,36,1763
46,33,1438.3
39,35,2623
58,53,1944
43,36,1438.3
39,34,2884
44,36,2936
42,23,5791
65,36,1438.3
55,44,1912
31,25,3288
48,38,4382
46,40,3595
41,26,3159
36,28,5393
37,28,12222
43,36,1438.3
46,29,3429
39,36,12618
49,40,6049
39,23,2533
52,35,2411
41,35,2001
46,36,2042
57,41,2527
49,35,1438.3
46,38,13816
38,33,2256
49,36,34516
55,36,6400
52,42,1816
42,29,3347
52,43,2705
53,36,2043
45,36,1912
50,39,3028
42,35,1514
48,43,1438.3
52,42,3103
57,47,2504
56,42,3674
48,44,2916
52,45,1633
56,49,5466
43,34,2032
62,36,3933
51,45,21328
45,36,3562
39,34,2069
45,31,3534
56,46,2402
57,47,3136
60,52,2802
50,40,2315
44,35,11238
49,29,1460
50,44,2602
36,36,4225
57,48,2576
35,36,1931
46,40,2344
29,36,7270
40,34,2395
50,43,2835
62,49,1540
49,34,3017
50,36,1438.3
49,32,1438.3
56,50,1584
47,35,2676
56,50,5084
41,33,1764
63,46,23925
51,36,2886
43,28,6720
49,34,15569
51,36,1565
44,35,5947
46,37,18821
56,44,1544
41,36,1755
49,36,1438.3
53,46,2153
44,36,1684
45,40,5662
46,38,2799
58,52,12398
41,27,4461
49,44,2597
54,49,9733
52,45,2261
47,36,2822
40,30,8793
53,36,5843
46,34,3322
53,48,2036
28,13,2387
43,33,1884
51,36,3747
58,51,2220
50,36,2428
42,36,1438.3
45,35,1850
48,41,16002
54,39,1438.3
47,36,5222
39,34,1438.3
62,56,2582
45,34,1533
56,41,1438.3
52,42,5763
46,42,1910
51,37,1515
52,44,1538
44,40,1572
41,36,1438.3
52,46,2814
41,36,1495
37,36,1959
60,53,2903
47,35,4543
42,33,3119
42,29,17506
50,43,1438.3
49,41,3128
36,26,5956
43,35,4177
57,48,13457
45,37,1535
41,36,3203
39,36,2092
44,36,2420
43,36,2313
56,49,3059
41,36,2235
49,37,3208
43,25,7534
39,25,2006
46,32,1438.3
49,42,14044
44,38,5005
43,32,1628
56,36,3033
56,36,5204
57,41,2442
51,46,2429
60,56,2213
43,32,2624
37,32,1976
46,41,3492
50,36,3546
38,36,2989
44,29,1438.3
52,48,1438.3
37,36,1438.3
45,33,1438.3
40,31,2383
51,34,13587
57,52,3085
40,36,32431
61,36,2207
57,39,2781
40,36,6921
50,36,7596
42,24,4568
43,24,6475
46,35,9949
42,37,2238
41,36,1438.3
50,43,2670
42,28,1438.3
43,32,2142
58,43,3382
52,46,8961
40,33,1762
41,36,1919
59,53,3054
45,27,1877
52,40,4223
36,23,1666
43,33,2422
49,39,4821
51,37,3264
52,42,4565
45,39,1765
40,31,16050
49,36,2188
47,41,1721
40,36,1737
42,31,2369
43,36,2652
52,40,1438.3
63,52,1438.3
40,28,1438.3
60,49,2481
36,22,9817
56,36,4255
45,36,1438.3
51,36,4970
48,38,1438.3
49,39,2333
50,45,34516
43,32,4373
41,36,1561
48,28,12073
55,42,1438.3
41,22,1438.3
43,33,2525
47,42,6451
42,36,4142
54,36,34516
43,32,1897
52,46,3231
40,36,1577
37,27,3061
53,36,2300
56,36,2796
53,42,3024
38,36,5293
40,33,1964
36,36,2051
41,31,1998
28,17,11881
41,36,2968
42,23,2797
39,34,13984
49,36,2505
40,26,2972
50,39,5856
44,38,7182
62,48,5844
55,48,2114
54,43,8208
34,20,3940
41,27,5784
38,22,8632
57,50,1438.3
39,33,2255
38,25,9874
64,36,1873
54,48,3288
60,42,3334
46,39,3299
36,31,2754
47,28,2035
44,36,3979
58,53,2642
62,46,28229
53,36,2973
51,40,1612
41,36,12084
54,49,2930
46,38,1963
50,36,2762
49,35,2214
39,33,2292
45,27,2901
48,30,2865
31,18,3934
57,45,2428
43,31,5302
41,30,9139
48,38,5219
52,43,10351
43,30,6811
27,13,1438.3
39,33,2255
55,45,1741
54,35,2189
40,36,2040
51,40,1844
53,43,8404
47,36,1438.3
42,28,1944
38,36,1438.3
49,37,4354
51,36,1857
54,36,2708
40,35,9974
47,42,2271
45,37,2811
47,43,6519
57,36,4316
50,36,1438.3
34,23,3116
43,34,24868
48,36,1438.3
43,33,1438.3
39,36,1438.3
41,30,17706
47,36,1819
51,39,19350
34,25,3074
42,36,2281
58,46,3035
38,31,3222
57,43,12045
44,39,10587
42,37,2596
58,36,3008
41,30,3280
33,16,1438.3
48,37,2835
60,48,1438.3
59,48,5528
56,44,2030
41,32,2413
36,21,7381
46,42,1438.3
52,34,2001
45,36,3031
47,37,11354
42,36,2012
39,29,23034
40,36,4947
50,39,1844
40,30,1438.3
46,39,4752
38,36,6114
55,36,1438.3
37,36,2286
57,36,4784
43,32,2667
54,48,2473
39,33,2001
41,35,18232
45,39,1438.3
45,36,2918
36,23,1924
50,42,1770
42,27,2265
59,48,3868
43,32,2701
33,28,2507
38,20,2420
46,34,16547
44,33,1621
59,51,3808
49,37,2173
50,36,2178
41,36,1438.3
51,36,1750
36,26,1438.3
36,36,2466
37,36,2535
39,29,2385
40,31,1811
45,37,2701
46,34,5387
38,27,1438.3
44,37,34058
42,36,16290
49,45,1438.3
55,36,2069
56,36,2802
39,31,3390
48,37,3745
42,36,26690
58,50,8513
36,26,1438.3
55,36,2258
41,30,1654
51,31,2768
43,23,14566
35,28,3250
37,30,2353
59,53,1438.3
59,53,4188
45,35,23542
57,47,9272
36,28,1967
52,37,1717
45,34,34516
50,41,5068
46,39,1438.3
55,47,2697
51,41,1438.3
44,40,7499
39,29,8700
55,35,14266
46,36,2692
54,36,2957
50,32,1438.3
51,36,3007
41,24,3427
59,48,1438.3
47,33,2990
61,56,9918
50,41,8159
53,36,18551
31,20,1438.3
51,31,1438.3
60,48,10886
59,36,10457
60,46,1781
50,43,34516
42,33,2363
54,49,2802
42,31,1640
48,41,4960
50,38,4601
48,36,4100
52,47,2741
46,34,4152
50,44,3386
62,56,3477
50,41,23209
50,39,12610
48,38,2090
46,39,1610
40,27,2269
40,36,2387
54,39,4036
54,44,5342
54,46,1695
37,36,1438.3
38,27,1776
42,29,5640
42,22,2403
45,36,3349
54,50,3173
43,38,1504
45,41,1477
49,41,2018
41,36,34516
44,34,2105
46,40,20080
39,36,6690
46,37,1530
58,41,2915
47,42,1438.3
56,42,2423
54,42,11742
51,47,3069
58,36,34516
36,31,2517
52,43,1438.3
45,36,2216
51,36,3232
54,41,3478
50,36,1814
37,25,1438.3
42,30,1446
47,37,1493
45,34,4244
40,20,2984
48,36,2713
42,34,2471
47,42,27437
54,46,4166
38,27,13100
43,36,1438.3
43,36,2242
37,30,9874
41,30,4432
45,34,4975
49,38,2652
54,36,2043
45,34,3489
52,36,14858
40,27,2822
54,44,2901
52,36,1594
58,36,2241
51,39,2581
40,33,14713
49,33,2910
39,36,2366
54,36,2708
42,36,1681
40,32,2594
41,31,2128
50,38,1438.3
47,32,1438.3
46,36,4696
52,36,2566
53,36,2592
56,50,1698
57,47,4682
56,44,4439
34,25,2689
46,30,11670
47,36,1596
40,30,3356
53,46,1590
55,46,4994
51,44,16406
52,36,2451
40,29,9109
45,36,2632
46,34,1438.3
38,36,1757
46,40,2711
47,36,2776
44,35,1438.3
36,21,5015
40,36,8529
49,30,1604
56,36,4263
45,40,2493
38,33,1568
43,38,1521
48,31,3261
39,25,1781
62,55,5284
47,36,5590
57,36,1734
48,36,7645
48,39,1438.3
34,23,2207
46,23,1723
49,44,1644
48,37,1745
42,33,3376
47,29,7298
45,39,8383
41,29,3600
45,29,4595
57,39,2795
49,39,1768
50,45,1780
51,39,2987
44,24,2717
40,36,2887
37,32,1438.3
46,40,10879
39,28,1809
38,28,1628
45,36,1438.3
37,36,1586
43,36,2311
48,43,2109
51,40,1562
44,33,1438.3
39,35,2981
47,31,5295
51,37,4708
54,50,2210
53,45,1972
48,42,2384
35,36,2311
46,37,1912
49,44,2147
42,23,3214
43,36,3006
52,46,2735
50,36,3390
54,49,34516
55,39,11249
52,44,2484
40,36,2932
60,36,2882
45,36,2658
44,37,5589
44,36,1484
57,36,1678
34,25,12373
52,36,2846
42,34,1585
42,36,2837
51,43,2066
47,36,20789
48,35,1449
39,28,3911
56,45,1737
48,35,1815
46,37,4848
46,40,1592
40,31,1768
44,37,8128
45,40,2557
44,39,2991
49,38,34516
45,36,19099
44,37,4559
58,54,22981
38,36,2358
48,36,22067
43,30,2023
36,31,2222
59,36,1438.3
40,36,8958
36,21,1937
40,35,25219
36,36,1815
60,48,3361
47,36,4786
37,31,1438.3
51,40,1438.3
42,35,2725
42,38,10039
45,37,2467
52,47,1438.3
57,45,1759
46,35,2206
35,26,2045
54,46,4170
47,36,3300
26,18,5422
56,36,2015
47,34,2048
37,19,2152
44,39,3017
53,44,34516
33,36,1819
46,29,2228
44,36,2279
48,43,1438.3
45,38,1686
48,35,1942
53,49,3858
44,32,11651
43,38,9449
50,41,3423
47,39,2915
50,38,11486
40,21,2984
37,29,1653
47,36,2723
40,31,1438.3
43,36,1818
56,36,4384
43,36,1824
50,45,5452
50,39,9248
55,50,17627
27,16,1438.3
44,36,5357
49,38,2542
51,46,2275
43,33,1706
54,36,3591
44,29,19360
56,44,1707
53,43,3844
45,39,2851
49,45,2951
38,28,1438.3
54,37,9090
45,26,34516
53,34,1837
48,40,2300
36,36,2611
40,27,22863
53,46,2192
40,28,2917
41,31,1438.3
37,21,1784
43,36,8919
52,37,2164
48,38,2792
60,49,1634
39,32,2144
37,26,3664
40,27,4788
34,23,2164
48,43,1532
56,36,1883
44,40,3659
47,37,2946
45,36,2697
47,40,3811
35,27,1613
42,27,2043
47,29,1684
47,34,3127
47,43,7106
50,35,2784
51,38,5536
45,35,1717
47,38,1438.3
42,36,1866
52,36,2516
45,39,3076
48,36,7514
52,36,2804
58,52,1817
43,28,2590
39,29,4938
53,36,19940
52,36,12366
40,30,2583
62,53,2616
52,45,6053
59,36,1708
49,33,2393
53,46,3424
48,35,2640
59,42,1931
50,38,2123
54,44,1606
41,26,5633
57,45,1438.3
50,32,2590
43,24,4556
47,39,1537
55,47,1602
50,31,2080
46,34,7565
47,29,4786
53,38,2375
48,37,8446
60,36,1977
42,30,13908
52,42,19220
44,30,2709
38,33,1503
51,36,9186
50,46,2165
41,36,1438.3
61,50,6673
53,42,2404
47,35,1666
41,31,8228
54,43,3186
53,41,2596
43,24,1662
42,27,2053
32,25,3193
45,41,1927
39,27,2821
48,42,3879
56,36,1971
48,35,1755
42,36,2031
46,31,2330
46,40,1438.3
59,51,1438.3
60,46,5130
54,42,11794
50,38,7603
41,36,3606
49,36,5153
47,36,2500
42,33,2654
35,25,3611
47,42,1882
47,36,7421
44,33,4606
32,25,12268
50,42,9873
46,38,1555
52,36,2160
38,26,3809
44,33,5362
43,32,1834
52,47,2577
47,36,2721
50,40,2925
44,39,1545
49,39,2212
46,36,13001
36,22,2784
50,36,2317
41,36,1867
50,38,2595
46,36,1438.3
46,40,1696
46,24,2694
51,41,2791
51,36,2146
61,43,1438.3
38,36,1438.3
44,38,4269
45,38,4195
48,38,1832
37,36,2588
63,36,4847
46,33,2423
50,41,7507
51,43,5232
43,32,1438.3
47,43,1828
49,43,2557
42,33,2283
35,25,2684
38,31,7234
37,26,1438.3
42,37,2730
50,38,2808
42,36,6275
43,39,1438.3
44,36,10834
44,33,1522
48,39,2845
41,36,2329
47,34,2099
42,37,5099
54,43,3805
47,32,11438
43,33,2434
44,37,4703
44,36,5254
45,34,1438.3
40,26,2206
50,37,3600
46,42,7116
37,28,1788
60,51,7508
39,31,3333
50,31,13745
34,36,5021
43,34,4396
40,30,2558
30,18,9641
38,36,12621
40,36,2313
53,36,1438.3
44,30,1791
52,44,2300
42,36,2526
42,33,2918
53,49,6074
45,37,4995
34,17,3323
56,48,2464
34,18,2730
35,29,1438.3
43,34,4617
50,42,8220
40,29,5716
49,36,1635
52,46,4259
40,36,5869
56,46,2272
49,36,2598
50,38,10762
39,36,1982
33,21,4651
52,38,2437
42,35,2563
49,40,4576
44,34,2245
39,36,1776
45,38,2911
47,30,2257
62,36,18457
46,36,1681
52,32,1461
48,37,2363
49,36,1438.3
42,29,1840
49,39,7382
51,47,3861
53,47,1562
49,36,3088
55,42,1438.3
46,34,2168
34,28,2432
44,31,2197
39,30,10009
47,36,3979
49,41,2189
46,31,8243
42,38,11946
31,23,2239
48,38,4025
52,39,1663
39,26,3649
43,36,1438.3
57,51,2894
46,36,1621
45,33,2740
45,37,5562
41,36,13733
46,36,2374
51,36,2267
48,39,6130
37,36,7361
41,36,1569
47,34,1626
35,36,2158
43,31,2283
57,42,2542
30,18,1438.3
47,37,2335
34,23,2033
41,31,4739
36,31,5821
47,36,2182
53,36,3319
52,36,3021
49,37,29219
52,42,1438.3
48,36,4431
46,40,3131
26,22,1486
40,36,6384
39,28,2077
40,32,1956
51,39,24462
43,34,2725
46,40,1474
46,28,9880
58,46,2467
46,41,5397
50,44,3370
37,24,11239
55,36,2240
52,45,2737
48,40,4170
46,27,21839
49,42,1991
55,36,29795
52,39,1438.3
44,37,24221
42,35,2131
41,23,2787
48,38,1438.3
42,31,2712
43,13,2605
42,31,5169
49,38,4694
50,40,1848
43,36,6039
54,42,5256
48,36,1708
57,40,1629
54,45,20401
56,45,3296
48,37,8956
49,43,1438.3
46,38,2671
58,53,2493
59,40,2687
37,36,2208
38,28,4196
47,36,12581
41,30,17890
48,21,1930
36,16,8513
40,36,9599
38,32,3192
43,36,2778
61,52,3293
48,36,7268
43,35,1721
38,30,3976
52,35,1954
44,32,12725
40,28,2690
48,38,2926
46,33,2371
44,27,7751
42,28,1601
34,36,2401
39,29,2187
57,46,4661
40,27,8494
36,36,2262
43,36,2525
38,34,2450
36,18,3926
40,22,1438.3
51,31,4789
41,34,2864
43,34,4607
43,34,1971
53,44,1473
55,37,3187
38,36,5589
42,38,2346
34,28,1438.3
40,22,1826
40,27,2208
35,36,1476
51,46,2927
53,49,4778
43,36,1438.3
46,40,16239
37,26,11726
47,38,1438.3
45,34,2647
50,40,2492
46,36,2418
50,44,17827
49,40,1438.3
54,39,1764
47,36,1776
46,40,1438.3
47,31,1491
46,41,2552
42,32,2996
44,39,1701
53,40,3998
46,33,3025
48,40,3251
51,45,3031
57,45,33211
59,36,1863
35,20,2691
45,33,2288
42,36,3413
40,34,15471
40,24,2038
47,36,1953
43,24,4430
44,35,3398
48,44,2021
53,41,2329
34,36,1696
52,36,4222
45,25,6614
42,35,3241
48,30,4204
34,26,3234
40,29,2473
42,33,4836
55,44,1438.3
44,36,1438.3
45,36,1438.3
57,42,12675
44,36,2228
40,31,2813
42,35,3223
55,36,2653
45,35,2745
40,30,34516
52,47,2516
46,26,1870
56,48,3934
49,35,3038
53,39,1982
31,22,1623
55,48,3088
44,33,8064
56,36,10016
54,45,4523
53,34,1944
46,40,6083
38,27,2425
56,37,2607
53,48,1953
41,36,5813
43,36,1438.3
41,30,1588
62,36,3749
42,36,3734
56,51,1796
45,34,3223
33,36,2748
57,45,2448
49,29,2548
46,41,1489
38,29,8953
50,36,3187
51,45,1757
52,36,2597
45,32,5999
56,51,3617
56,36,3219
41,31,19782
51,36,2522
43,29,3327
42,32,4708
48,41,3745
53,44,11561
44,32,8477
59,48,2120
45,39,2867
45,36,2293
51,36,8671
49,43,34516
43,36,2679
38,22,3224
45,39,1438.3
54,39,7773
44,36,8075
57,37,3052
51,42,7932
48,43,1753
48,33,5814
53,38,1989
55,50,1843
52,40,1438.3
34,26,2991
43,36,9560
44,38,2616
54,34,2939
49,37,3085
49,41,5275
41,30,1950
43,33,2341
40,25,3758
54,42,1621
50,41,10946
56,36,3422
39,30,3108
33,20,3202
43,36,1855
47,36,2155
42,36,4150
45,35,2226
48,36,1610
53,41,2046
52,36,1795
42,30,1531
53,36,1472
50,41,1438.3
37,36,2886
39,29,10024
52,45,1760
38,36,1461
51,36,8840
38,28,4468
42,35,2516
35,24,1555
57,39,1438.3
42,34,5195
57,36,17268
37,24,1649
57,50,1609
43,36,3342
63,56,6973
43,30,17228
48,42,1898
46,36,1438.3
40,28,2321
52,47,8185
53,42,3096
57,46,2129
50,36,2615
46,39,3157
36,36,1707
49,36,1838
38,31,5523
40,28,3021
44,36,7317
59,46,5218
53,40,1438.3
54,49,11114
51,45,10648
45,34,2976
52,47,6629
42,25,2812
48,36,10761
40,31,1968
55,44,3897
45,36,4721
40,34,34516
33,21,2831
57,36,2312
51,39,8924
58,36,1508
53,36,1438.3
46,39,21350
57,51,1438.3
52,43,10431
40,32,1438.3
37,36,2346
47,39,1438.3
38,36,2369
42,31,3659
38,31,2153
47,37,9430
45,37,34516
44,38,3897
47,32,11671
48,38,11367
42,36,2575
42,36,3433
44,36,7317
46,36,4416
39,32,1715
57,41,3667
54,41,1874
50,37,1438.3
56,44,1579
54,49,1626
50,44,1596
56,49,2604
61,50,3359
38,27,2363
55,46,4978
38,29,2155
38,33,4047
47,42,4345
55,44,1854
50,39,5384
48,36,1438.3
33,19,5141
44,31,3977
52,36,2507
46,36,7199
41,37,3786
50,37,13384
39,33,1726
42,35,2873
33,26,1438.3
44,34,1751
42,36,7434
52,41,1438.3
59,54,1438.3
45,26,2032
61,36,6959
43,32,8203
59,47,4789
46,28,2979
40,31,2391
